id_igralke,ime,priimek,polno_ime,drzava,datum_rojstva,starost,rang,tocke,leto,kontinent
310625,Vera,Dushevina,Vera Dushevina,RUS,1986-10-06,25,86,798,2011,Evropa
40130,Kimiko,Date,Kimiko Date,JPN,1970-09-28,41,87,755,2011,Azija
312121,Alizé,Cornet,Alizé Cornet,FRA,1990-01-22,22,88,751,2011,Evropa
312962,Anna,Tatishvili,Anna Tatishvili,USA,1990-02-03,22,89,744,2011,Severna Amerika
40313,Eleni,Daniilidou,Eleni Daniilidou,GRE,1982-09-19,29,90,731,2011,Evropa
312578,Kristina,Barrois,Kristina Barrois,GER,1981-09-30,30,91,725,2011,Evropa
316981,Heather,Watson,Heather Watson,GBR,1992-05-19,20,92,719,2011,Evropa
311578,Michaella,Krajicek,Michaella Krajicek,NED,1989-01-09,23,93,702,2011,Evropa
200137,Tamarine,Tanasugarn,Tamarine Tanasugarn,THA,1977-05-24,35,94,692,2011,Azija
110544,Iryna,Bremond,Iryna Bremond,FRA,1984-10-05,27,95,692,2011,Evropa
315683,Sloane,Stephens,Sloane Stephens,USA,1993-03-20,19,96,685,2011,Severna Amerika
310290,Stéphanie,Dubois,Stéphanie Dubois,CAN,1986-10-31,25,97,683,2011,Severna Amerika
313987,Anastasija,Sevastova,Anastasija Sevastova,LAT,1990-04-13,22,98,678,2011,Evropa
311044,Patricia,Mayr-Achleitner,Patricia Mayr-Achleitner,AUT,1986-11-08,25,99,676,2011,Evropa
60288,Stéphanie,Foretz ,Stéphanie Foretz ,FRA,1981-05-03,31,100,665,2011,Evropa
20596,Eva,Birnerova,Eva Birnerova,CZE,1984-08-14,27,101,662,2011,Evropa
230220,Venus,Williams,Venus Williams,USA,1980-06-17,32,102,660,2011,Severna Amerika
311362,Alla,Kudryavtseva,Alla Kudryavtseva,RUS,1987-11-03,24,103,660,2011,Evropa
310112,Sania,Mirza,Sania Mirza,IND,1986-11-15,25,104,656,2011,Azija
313131,Urszula,Radwanska,Urszula Radwanska,POL,1990-12-07,21,105,655,2011,Evropa
312584,Evgeniya,Rodina,Evgeniya Rodina,RUS,1989-02-04,23,106,654,2011,Evropa
310494,Aleksandra,Wozniak,Aleksandra Wozniak,CAN,1987-09-07,24,107,649,2011,Severna Amerika
180356,Anastasia,Rodionova,Anastasia Rodionova,AUS,1982-05-12,30,108,633,2011,Oceanija
313215,Alexandra,Cadantu-Ignatik,Alexandra Cadantu-Ignatik,ROU,1990-05-03,22,109,620,2011,Evropa
310431,Mandy,Minella,Mandy Minella,LUX,1985-11-22,26,110,610,2011,Evropa
311243,Olga,Govortsova,Olga Govortsova,BLR,1988-08-23,23,111,608,2011,Evropa
313653,Vesna,Dolonc,Vesna Dolonc,SRB,1989-07-21,22,112,606,2011,Evropa
315295,Lesia,Tsurenko,Lesia Tsurenko,UKR,1989-05-30,23,113,602,2011,Evropa
10362,Akgul,Amanmuradova,Akgul Amanmuradova,UZB,1984-06-23,28,114,598,2011,
311791,Aravane,Rezai,Aravane Rezai,FRA,1987-03-14,25,115,591,2011,Evropa
80459,Andrea ,Sestini Hlavackova,Andrea  Sestini Hlavackova,CZE,1986-08-10,25,116,581,2011,Evropa
160451,Arantxa ,Parra Santonja,Arantxa  Parra Santonja,ESP,1982-11-09,29,117,567,2011,Evropa
311956,Alexandra,Panova,Alexandra Panova,RUS,1989-03-02,23,118,562,2011,Evropa
312015,Latisha,Chan,Latisha Chan,TPE,1989-08-17,22,119,557,2011,
314237,Misaki,Doi,Misaki Doi,JPN,1991-04-29,21,120,550,2011,Azija
313390,Anastasia,Pivovarova,Anastasia Pivovarova,RUS,1990-06-16,22,121,545,2011,Evropa
314464,Coco,Vandeweghe,Coco Vandeweghe,USA,1991-12-06,20,122,535,2011,Severna Amerika
70471,Edina,Gallovits-Hall,Edina Gallovits-Hall,USA,1984-12-10,27,123,535,2011,Severna Amerika
311436,Regina,Kulikova,Regina Kulikova,RUS,1989-01-30,23,124,534,2011,Evropa
315428,Valeria,Savinykh,Valeria Savinykh,RUS,1991-02-20,21,125,534,2011,Evropa
311779,Shuai,Zhang,Shuai Zhang,CHN,1989-01-21,23,126,525,2011,Azija
120420,Varvara,Lepchenko,Varvara Lepchenko,USA,1986-05-21,26,127,524,2011,Severna Amerika
311832,Erika,Sema,Erika Sema,JPN,1988-11-24,23,128,522,2011,Azija
120323,Mirjana,Lucic-Baroni,Mirjana Lucic-Baroni,CRO,1982-03-09,30,129,518,2011,Evropa
315030,Vitalia,Diatchenko,Vitalia Diatchenko,RUS,1990-08-02,21,130,514,2011,Evropa
120317,Nuria,Llagostera Vives,Nuria Llagostera Vives,ESP,1980-05-16,32,131,512,2011,Evropa
190950,Dinara,Safina,Dinara Safina,RUS,1986-04-27,26,132,507,2011,Evropa
316629,Laura,Robson,Laura Robson,GBR,1994-01-21,18,133,501,2011,Evropa
310730,Casey,Dellacqua,Casey Dellacqua,AUS,1985-02-11,27,134,498,2011,Oceanija
120381,Tetiana,Luzhanska,Tetiana Luzhanska,USA,1984-09-04,27,135,496,2011,Severna Amerika
312850,Alison,Riske-Amritraj,Alison Riske-Amritraj,USA,1990-07-03,21,136,486,2011,Severna Amerika
130698,Yvonne,Meusburger,Yvonne Meusburger,AUT,1983-10-03,28,137,484,2011,Evropa
312336,Stefanie,Voegele,Stefanie Voegele,SUI,1990-03-10,22,138,480,2011,Evropa
311810,Sesil,Karatantcheva,Sesil Karatantcheva,BUL,1989-08-08,22,139,470,2011,Evropa
314344,Kurumi,Nara,Kurumi Nara,JPN,1991-12-30,20,140,463,2011,Azija
315616,Kristina,Mladenovic,Kristina Mladenovic,FRA,1993-05-14,19,141,463,2011,Evropa
315391,Caroline,Garcia,Caroline Garcia,FRA,1993-10-16,18,142,461,2011,Evropa
30557,Melinda,Czink,Melinda Czink,HUN,1982-10-22,29,143,460,2011,Evropa
312711,Jamie,Hampton,Jamie Hampton,USA,1990-01-08,22,144,453,2011,Severna Amerika
313974,Karolina,Pliskova,Karolina Pliskova,CZE,1992-03-21,20,145,450,2011,Evropa
314929,Michelle,Larcher De Brito,Michelle Larcher De Brito,POR,1993-01-29,19,146,449,2011,Evropa
20693,Nina,Bratchikova,Nina Bratchikova,RUS,1985-06-28,27,147,448,2011,Evropa
313923,Kai-Chen,Chang,Kai-Chen Chang,TPE,1991-01-13,21,148,446,2011,
315232,Ajla,Tomljanovic,Ajla Tomljanovic,AUS,1993-05-07,19,149,439,2011,Oceanija
30294,Jill,Craybas,Jill Craybas,USA,1974-07-04,37,150,434,2011,Severna Amerika
314610,Camila,Giorgi,Camila Giorgi,ITA,1991-12-30,20,151,431,2011,Evropa
230279,Kathrin,Woerle-Scheller,Kathrin Woerle-Scheller,GER,1984-02-18,28,152,426,2011,Evropa
311117,Dia,Evtimova,Dia Evtimova,BUL,1987-04-30,25,153,426,2011,Evropa
317070,Timea,Babos,Timea Babos,HUN,1993-05-10,19,154,426,2011,Evropa
312214,Alexa,Glatch,Alexa Glatch,USA,1989-09-10,22,155,417,2011,Severna Amerika
310672,Ekaterina,Lopes,Ekaterina Lopes,RUS,1987-12-18,24,156,416,2011,Evropa
312182,Elitsa,Kostova,Elitsa Kostova,BUL,1990-04-10,22,157,414,2011,Evropa
314684,Noppawan,Lertcheewakarn,Noppawan Lertcheewakarn,THA,1991-11-18,20,158,411,2011,Azija
312268,Mihaela,Buzarnescu,Mihaela Buzarnescu,ROU,1988-05-04,24,159,404,2011,Evropa
310338,Marta,Domachowska,Marta Domachowska,POL,1986-01-16,26,160,398,2011,Evropa
311597,Bibiane,Schoofs,Bibiane Schoofs,NED,1988-05-13,24,161,393,2011,Evropa
311235,Estrella,Cabeza Candela,Estrella Cabeza Candela,ESP,1987-02-20,25,162,390,2011,Evropa
311380,Julia,Cohen,Julia Cohen,USA,1989-03-23,23,163,390,2011,Severna Amerika
311299,Karin,Knapp,Karin Knapp,ITA,1987-06-28,25,164,389,2011,Evropa
316606,Reka Luca,Jani,Reka Luca Jani,HUN,1991-07-31,20,165,387,2011,Evropa
313963,Melanie,Oudin,Melanie Oudin,USA,1991-09-23,20,166,384,2011,Severna Amerika
313803,Olivia,Rogowska,Olivia Rogowska,AUS,1991-06-07,21,167,383,2011,Oceanija
313283,Sharon,Fichman,Sharon Fichman,CAN,1990-12-03,21,168,380,2011,Severna Amerika
311404,Yurika,Sema,Yurika Sema,JPN,1986-12-25,25,169,380,2011,Azija
315296,Lara,Arruabarrena,Lara Arruabarrena,ESP,1992-03-20,20,170,379,2011,Evropa
20706,Ekaterina,Bychkova,Ekaterina Bychkova,RUS,1985-06-05,27,171,374,2011,Evropa
310053,Su-Wei,Hsieh,Su-Wei Hsieh,TPE,1986-01-04,26,172,374,2011,
60271,Anna,Floris,Anna Floris,ITA,1982-05-15,30,173,368,2011,Evropa
110584,Mariya,Koryttseva,Mariya Koryttseva,UKR,1985-05-25,27,174,364,2011,Evropa
316050,Chiara,Scholl,Chiara Scholl,USA,1992-07-05,19,175,363,2011,Severna Amerika
313975,Kristyna,Pliskova,Kristyna Pliskova,CZE,1992-03-21,20,176,362,2011,Evropa
30462,Maria Elena,Camerin,Maria Elena Camerin,ITA,1982-03-21,30,177,361,2011,Evropa
260158,Sandra,Zahlavova,Sandra Zahlavova,CZE,1985-10-10,26,178,360,2011,Evropa
312549,Florencia,Molinero,Florencia Molinero,ARG,1988-11-28,23,179,360,2011,Južna Amerika
180294,Petra,Rampre,Petra Rampre,SLO,1980-01-20,32,180,359,2011,Evropa
30470,Margalita,Chakhnashvili-Ranzinger,Margalita Chakhnashvili-Ranzinger,GEO,1982-12-09,29,181,359,2011,Azija
314584,Kiki,Bertens,Kiki Bertens,NED,1991-12-10,20,182,358,2011,Evropa
314622,Isabella,Holland,Isabella Holland,AUS,1992-01-02,20,183,357,2011,Oceanija
220277,Renata,Voracova,Renata Voracova,CZE,1983-10-06,28,184,347,2011,Evropa
310981,Claire,Feuerstein,Claire Feuerstein,FRA,1986-02-28,26,185,341,2011,Evropa
311040,Madalina,Gojnea,Madalina Gojnea,ROU,1987-08-23,24,186,336,2011,Evropa
60284,Rika,Fujiwara,Rika Fujiwara,JPN,1981-09-19,30,187,336,2011,Azija
315735,Chanel,Simmonds,Chanel Simmonds,RSA,1992-08-10,19,188,335,2011,Afrika
20652,Yuliya,Beygelzimer,Yuliya Beygelzimer,UKR,1983-10-20,28,189,334,2011,Evropa
110523,Zuzana,Kucova,Zuzana Kucova,SVK,1982-06-26,30,190,328,2011,Evropa
312572,Mariana,Duque-Mariño,Mariana Duque-Mariño,COL,1989-08-12,22,191,327,2011,Južna Amerika
310331,Kirsten,Flipkens,Kirsten Flipkens,BEL,1986-01-10,26,192,323,2011,Evropa
315083,Paula,Ormaechea,Paula Ormaechea,ARG,1992-09-28,19,193,323,2011,Južna Amerika
312123,Corinna,Dentoni,Corinna Dentoni,ITA,1989-07-30,22,194,320,2011,Evropa
310816,Olga,Savchuk,Olga Savchuk,UKR,1987-09-20,24,195,319,2011,Evropa
313941,Naomi,Broady,Naomi Broady,GBR,1990-02-28,22,196,319,2011,Evropa
312328,Madison,Brengle,Madison Brengle,USA,1990-04-03,22,197,314,2011,Severna Amerika
314318,Elena,Bogdan,Elena Bogdan,ROU,1992-03-28,20,198,310,2011,Evropa
314016,Victoria,Larriere,Victoria Larriere,FRA,1991-05-02,21,199,307,2011,Evropa
310580,Ani,Mijacika,Ani Mijacika,CRO,1987-06-15,25,200,304,2011,Evropa
316774,Jana,Cepelova,Jana Cepelova,SVK,1993-05-29,19,201,304,2011,Evropa
315492,Sarah,Gronert,Sarah Gronert,GER,1986-07-06,25,202,301,2011,Evropa
310440,Tatjana,Maria,Tatjana Maria,GER,1987-08-08,24,203,298,2011,Evropa
311137,Yaroslava,Shvedova,Yaroslava Shvedova,KAZ,1987-09-12,24,204,297,2011,Azija
310717,Olga,Puchkova,Olga Puchkova,RUS,1987-09-27,24,205,297,2011,Evropa
312889,Julia,Glushko,Julia Glushko,ISR,1990-01-01,22,206,296,2011,Evropa
314764,Tamaryn,Hendler,Tamaryn Hendler,BEL,1992-08-12,19,207,292,2011,Evropa
314793,Veronica,Cepede Royg,Veronica Cepede Royg,PAR,1992-01-21,20,208,290,2011,Južna Amerika
312673,Kristina,Kucova,Kristina Kucova,SVK,1990-05-23,22,209,286,2011,Evropa
312539,Leticia,Costas,Leticia Costas,ESP,1990-03-22,22,210,286,2011,Evropa
317755,Monica,Puig,Monica Puig,PUR,1993-09-27,18,211,286,2011,Severna Amerika
314192,Nastassja,Burnett,Nastassja Burnett,ITA,1992-02-20,20,212,281,2011,Evropa
313228,Ling,Zhang,Ling Zhang,HKG,1989-10-28,22,213,280,2011,Azija
312292,Cagla,Buyukakcay,Cagla Buyukakcay,TUR,1989-09-28,22,214,280,2011,Evropa
313765,Jing-Jing,Lu,Jing-Jing Lu,CHN,1989-05-05,23,215,277,2011,Azija
312738,Irena,Pavlovic,Irena Pavlovic,FRA,1988-09-28,23,216,275,2011,Evropa
313355,Amra,Sadikovic,Amra Sadikovic,SUI,1989-05-06,23,217,275,2011,Evropa
313832,Julia,Boserup,Julia Boserup,USA,1991-09-09,20,218,274,2011,Severna Amerika
316239,Garbiñe,Muguruza,Garbiñe Muguruza,ESP,1993-10-08,18,219,274,2011,Evropa
314757,Maria Joao,Koehler,Maria Joao Koehler,POR,1992-10-08,19,220,273,2011,Evropa
312213,Ashley,Weinhold,Ashley Weinhold,USA,1989-06-20,23,221,269,2011,Severna Amerika
315113,Misa,Eguchi,Misa Eguchi,JPN,1992-04-18,20,222,269,2011,Azija
316344,Aleksandra,Krunic,Aleksandra Krunic,SRB,1993-03-15,19,223,267,2011,Evropa
316979,Annika,Beck,Annika Beck,GER,1994-02-16,18,224,266,2011,Evropa
314448,Varatchaya,Wongteanchai,Varatchaya Wongteanchai,THA,1989-09-07,22,225,266,2011,Azija
311462,Ayu Fani,Damayanti,Ayu Fani Damayanti,INA,1988-11-29,23,226,264,2011,
315696,Zarina,Diyas,Zarina Diyas,KAZ,1993-10-18,18,227,263,2011,Azija
311805,Lenka,Wienerova,Lenka Wienerova,SVK,1988-04-23,24,228,262,2011,Evropa
314788,Marta,Sirotkina,Marta Sirotkina,RUS,1991-03-22,21,229,259,2011,Evropa
313791,Gail,Brodsky,Gail Brodsky,USA,1991-06-05,21,230,254,2011,Severna Amerika
140219,Aiko,Nakamura,Aiko Nakamura,JPN,1983-12-28,28,231,253,2011,Azija
316738,Elina,Svitolina,Elina Svitolina,UKR,1994-09-12,17,232,252,2011,Evropa
310698,Lina,Stanciute,Lina Stanciute,LTU,1986-02-07,26,233,251,2011,Evropa
310623,Anna,Chakvetadze,Anna Chakvetadze,RUS,1987-03-05,25,234,248,2011,Evropa
315596,Lenka,Jurikova,Lenka Jurikova,SVK,1990-08-11,21,235,246,2011,Evropa
312385,Stephanie,Vogt,Stephanie Vogt,LIE,1990-02-15,22,236,246,2011,Evropa
313046,Eirini,Georgatou,Eirini Georgatou,GRE,1990-02-01,22,237,244,2011,Evropa
110242,Anne,Kremer,Anne Kremer,LUX,1975-10-17,36,238,238,2011,Evropa
315211,Sachie,Ishizu,Sachie Ishizu,JPN,1992-09-03,19,239,237,2011,Azija
312097,Anna,Remondina,Anna Remondina,ITA,1989-06-01,23,240,234,2011,Evropa
312049,Bojana,Bobusic,Bojana Bobusic,AUS,1987-10-02,24,241,233,2011,Oceanija
312413,Arina,Rodionova,Arina Rodionova,AUS,1989-12-15,22,242,232,2011,Oceanija
311754,Beatriz,García Vidagany,Beatriz García Vidagany,ESP,1988-11-17,23,243,232,2011,Evropa
230283,Emily,Webley-Smith,Emily Webley-Smith,GBR,1984-07-14,27,244,232,2011,Evropa
314649,Ines,Ferrer Suarez,Ines Ferrer Suarez,ESP,1990-06-01,22,245,232,2011,Evropa
317683,Yulia,Putintseva,Yulia Putintseva,KAZ,1995-01-07,17,246,231,2011,Azija
311579,Timea,Bacsinszky,Timea Bacsinszky,SUI,1989-06-08,23,247,229,2011,Evropa
314726,Sally,Peers,Sally Peers,AUS,1991-06-01,21,248,227,2011,Oceanija
311766,Raluca,Olaru,Raluca Olaru,ROU,1989-03-03,23,249,227,2011,Evropa
140195,Junri,Namigata,Junri Namigata,JPN,1982-07-05,29,250,223,2011,Azija
312001,Victoria,Azarenka,Victoria Azarenka,BLR,1989-07-31,23,1,10595,2012,Evropa
310137,Maria,Sharapova,Maria Sharapova,RUS,1987-04-19,26,2,10045,2012,Evropa
230234,Serena,Williams,Serena Williams,USA,1981-09-26,31,3,9400,2012,Severna Amerika
312251,Agnieszka,Radwanska,Agnieszka Radwanska,POL,1989-03-06,24,4,7425,2012,Evropa
311470,Angelique,Kerber,Angelique Kerber,GER,1988-01-18,25,5,5550,2012,Evropa
310761,Sara,Errani,Sara Errani,ITA,1987-04-29,26,6,5100,2012,Evropa
120330,Na,Li,Na Li,CHN,1982-02-26,31,7,5095,2012,Azija
314206,Petra,Kvitova,Petra Kvitova,CZE,1990-03-08,23,8,5085,2012,Evropa
190787,Samantha,Stosur,Samantha Stosur,AUS,1984-03-30,29,9,4135,2012,Oceanija
313402,Caroline,Wozniacki,Caroline Wozniacki,DEN,1990-07-11,22,10,3765,2012,Evropa
20631,Marion,Bartoli,Marion Bartoli,FRA,1984-10-02,28,11,3740,2012,Evropa
160379,Nadia,Petrova,Nadia Petrova,RUS,1982-06-08,31,12,3040,2012,Evropa
311710,Ana,Ivanovic,Ana Ivanovic,SRB,1987-11-06,25,13,2900,2012,Evropa
310577,Maria,Kirilenko,Maria Kirilenko,RUS,1987-01-25,26,14,2540,2012,Evropa
312894,Dominika,Cibulkova,Dominika Cibulkova,SVK,1989-05-06,24,15,2495,2012,Evropa
220214,Roberta,Vinci,Roberta Vinci,ITA,1983-02-18,30,16,2475,2012,Evropa
310553,Lucie,Safarova,Lucie Safarova,CZE,1987-02-04,26,17,2125,2012,Evropa
313381,Julia,Goerges,Julia Goerges,GER,1988-11-02,24,18,1965,2012,Evropa
110536,Kaia,Kanepi,Kaia Kanepi,EST,1985-06-10,28,19,1905,2012,Evropa
311604,Ekaterina,Makarova,Ekaterina Makarova,RUS,1988-06-07,25,20,1841,2012,Evropa
120420,Varvara,Lepchenko,Varvara Lepchenko,USA,1986-05-21,27,21,1835,2012,Severna Amerika
100153,Jelena,Jankovic,Jelena Jankovic,SRB,1985-02-28,28,22,1751,2012,Evropa
312536,Yanina,Wickmayer,Yanina Wickmayer,BEL,1989-10-20,23,23,1680,2012,Evropa
230220,Venus,Williams,Venus Williams,USA,1980-06-17,33,24,1650,2012,Severna Amerika
310053,Su-Wei,Hsieh,Su-Wei Hsieh,TPE,1986-01-04,27,25,1636,2012,
260144,Jie,Zheng,Jie Zheng,CHN,1983-07-05,29,26,1585,2012,Azija
312469,Sorana,Cirstea,Sorana Cirstea,ROU,1990-04-07,23,27,1565,2012,Evropa
110492,Klara,Koukalova,Klara Koukalova,CZE,1982-02-24,31,28,1535,2012,Evropa
311137,Yaroslava,Shvedova,Yaroslava Shvedova,KAZ,1987-09-12,25,29,1526,2012,Azija
313035,Tamira,Paszek,Tamira Paszek,AUT,1990-12-06,22,30,1523,2012,Evropa
313131,Urszula,Radwanska,Urszula Radwanska,POL,1990-12-07,22,31,1490,2012,Evropa
80394,Daniela,Hantuchova,Daniela Hantuchova,SVK,1983-04-23,30,32,1470,2012,Evropa
314917,Christina,Mchale,Christina Mchale,USA,1992-05-11,21,33,1451,2012,Severna Amerika
311338,Carla,Suárez Navarro,Carla Suárez Navarro,ESP,1988-09-03,24,34,1450,2012,Evropa
190666,Francesca,Schiavone,Francesca Schiavone,ITA,1980-06-23,33,35,1436,2012,Evropa
313796,Anastasia,Pavlyuchenkova,Anastasia Pavlyuchenkova,RUS,1991-07-03,21,36,1430,2012,Evropa
312520,Sabine,Lisicki,Sabine Lisicki,GER,1989-09-22,23,37,1424,2012,Evropa
315683,Sloane,Stephens,Sloane Stephens,USA,1993-03-20,20,38,1418,2012,Severna Amerika
315365,Mona,Barthel,Mona Barthel,GER,1990-07-11,22,39,1416,2012,Evropa
160471,Shuai,Peng,Shuai Peng,CHN,1986-01-08,27,40,1380,2012,Azija
10334,Sofia,Arvidsson,Sofia Arvidsson,SWE,1984-02-16,29,41,1380,2012,Evropa
311041,Tsvetana,Pironkova,Tsvetana Pironkova,BUL,1987-09-13,25,42,1365,2012,Evropa
310494,Aleksandra,Wozniak,Aleksandra Wozniak,CAN,1987-09-07,25,43,1320,2012,Severna Amerika
312121,Alizé,Cornet,Alizé Cornet,FRA,1990-01-22,23,44,1320,2012,Evropa
160391,Flavia,Pennetta,Flavia Pennetta,ITA,1982-02-25,31,45,1240,2012,Evropa
310849,Lucie,Hradecka,Lucie Hradecka,CZE,1985-05-21,28,46,1224,2012,Evropa
314320,Simona,Halep,Simona Halep,ROU,1991-09-27,21,47,1220,2012,Evropa
40300,Lourdes,Domínguez Lino,Lourdes Domínguez Lino,ESP,1981-03-31,32,48,1181,2012,Evropa
316981,Heather,Watson,Heather Watson,GBR,1992-05-19,21,49,1161,2012,Evropa
130611,Anabel,Medina Garrigues,Anabel Medina Garrigues,ESP,1982-07-31,30,50,1160,2012,Evropa
312962,Anna,Tatishvili,Anna Tatishvili,USA,1990-02-03,23,51,1140,2012,Severna Amerika
313169,Irina-Camelia,Begu,Irina-Camelia Begu,ROU,1990-08-26,22,52,1140,2012,Evropa
316629,Laura,Robson,Laura Robson,GBR,1994-01-21,19,53,1131,2012,Evropa
310331,Kirsten,Flipkens,Kirsten Flipkens,BEL,1986-01-10,27,54,1096,2012,Evropa
30562,Petra,Cetkovska,Petra Cetkovska,CZE,1985-02-08,28,55,1089,2012,Evropa
314369,Bojana,Jovanovski Petrovic,Bojana Jovanovski Petrovic,SRB,1991-12-31,21,56,1075,2012,Evropa
311243,Olga,Govortsova,Olga Govortsova,BLR,1988-08-23,24,57,1050,2012,Evropa
310775,Monica,Niculescu,Monica Niculescu,ROU,1987-09-25,25,58,1035,2012,Evropa
313711,Petra,Martic,Petra Martic,CRO,1991-01-19,22,59,1016,2012,Evropa
190873,Chanelle,Scheepers,Chanelle Scheepers,RSA,1984-03-13,29,60,1015,2012,Afrika
150185,Romina,Oprandi,Romina Oprandi,SUI,1986-03-29,27,61,1012,2012,Evropa
312580,Magdalena,Rybarikova,Magdalena Rybarikova,SVK,1988-10-04,24,62,1002,2012,Evropa
314584,Kiki,Bertens,Kiki Bertens,NED,1991-12-10,21,63,956,2012,Evropa
80459,Andrea ,Sestini Hlavackova,Andrea  Sestini Hlavackova,CZE,1986-08-10,26,64,950,2012,Evropa
160515,Pauline,Parmentier,Pauline Parmentier,FRA,1986-01-31,27,65,950,2012,Evropa
312086,Marina,Erakovic,Marina Erakovic,NZL,1988-03-06,25,66,940,2012,Oceanija
317070,Timea,Babos,Timea Babos,HUN,1993-05-10,20,67,916,2012,Evropa
311220,Elena,Vesnina,Elena Vesnina,RUS,1986-08-01,26,68,902,2012,Evropa
311550,Vania,King,Vania King,USA,1989-02-03,24,69,892,2012,Severna Amerika
312711,Jamie,Hampton,Jamie Hampton,USA,1990-01-08,23,70,884,2012,Severna Amerika
110552,Svetlana,Kuznetsova,Svetlana Kuznetsova,RUS,1985-06-27,28,71,882,2012,Evropa
313349,Arantxa,Rus,Arantxa Rus,NED,1990-12-13,22,72,871,2012,Evropa
311593,Johanna,Larsson,Johanna Larsson,SWE,1988-08-17,24,73,860,2012,Evropa
311168,Shahar,Peer,Shahar Peer,ISR,1987-05-01,26,74,851,2012,Evropa
314610,Camila,Giorgi,Camila Giorgi,ITA,1991-12-30,21,75,842,2012,Evropa
313968,Polona,Hercog,Polona Hercog,SLO,1991-01-20,22,76,816,2012,Evropa
310431,Mandy,Minella,Mandy Minella,LUX,1985-11-22,27,77,815,2012,Evropa
316979,Annika,Beck,Annika Beck,GER,1994-02-16,19,78,810,2012,Evropa
315296,Lara,Arruabarrena,Lara Arruabarrena,ESP,1992-03-20,21,79,805,2012,Evropa
20693,Nina,Bratchikova,Nina Bratchikova,RUS,1985-06-28,28,80,804,2012,Evropa
20576,Iveta,Melzer,Iveta Melzer,CZE,1983-02-01,30,81,786,2012,Evropa
310419,Galina,Voskoboeva,Galina Voskoboeva,KAZ,1984-12-18,28,82,776,2012,Azija
311493,Sílvia,Soler-Espinosa,Sílvia Soler-Espinosa,ESP,1987-11-19,25,83,775,2012,Evropa
313963,Melanie,Oudin,Melanie Oudin,USA,1991-09-23,21,84,770,2012,Severna Amerika
312848,Ayumi,Morita,Ayumi Morita,JPN,1990-03-11,23,85,745,2012,Azija
313923,Kai-Chen,Chang,Kai-Chen Chang,TPE,1991-01-13,22,86,737,2012,
100162,Mathilde,Johansson,Mathilde Johansson,FRA,1985-04-28,28,87,733,2012,Evropa
311956,Alexandra,Panova,Alexandra Panova,RUS,1989-03-02,24,88,730,2012,Evropa
190879,Barbora,Strycova,Barbora Strycova,CZE,1986-03-28,27,89,724,2012,Evropa
313215,Alexandra,Cadantu-Ignatik,Alexandra Cadantu-Ignatik,ROU,1990-05-03,23,90,718,2012,Evropa
317414,Lauren,Davis,Lauren Davis,USA,1993-10-09,19,91,714,2012,Severna Amerika
312336,Stefanie,Voegele,Stefanie Voegele,SUI,1990-03-10,23,92,712,2012,Evropa
314237,Misaki,Doi,Misaki Doi,JPN,1991-04-29,22,93,711,2012,Azija
30557,Melinda,Czink,Melinda Czink,HUN,1982-10-22,30,94,699,2012,Evropa
260142,Vera,Zvonareva,Vera Zvonareva,RUS,1984-09-07,28,95,697,2012,Evropa
315616,Kristina,Mladenovic,Kristina Mladenovic,FRA,1993-05-14,20,96,697,2012,Evropa
314464,Coco,Vandeweghe,Coco Vandeweghe,USA,1991-12-06,21,97,688,2012,Severna Amerika
314776,María-Teresa,Torró-Flor,María-Teresa Torró-Flor,ESP,1992-05-02,21,98,688,2012,Evropa
40130,Kimiko,Date,Kimiko Date,JPN,1970-09-28,42,99,685,2012,Azija
40313,Eleni,Daniilidou,Eleni Daniilidou,GRE,1982-09-19,30,100,683,2012,Evropa
310730,Casey,Dellacqua,Casey Dellacqua,AUS,1985-02-11,28,101,682,2012,Oceanija
60288,Stéphanie,Foretz ,Stéphanie Foretz ,FRA,1981-05-03,32,102,673,2012,Evropa
313537,Ksenia,Pervak,Ksenia Pervak,RUS,1991-05-27,22,103,652,2012,Evropa
313975,Kristyna,Pliskova,Kristyna Pliskova,CZE,1992-03-21,21,104,648,2012,Evropa
120323,Mirjana,Lucic-Baroni,Mirjana Lucic-Baroni,CRO,1982-03-09,31,105,638,2012,Evropa
317683,Yulia,Putintseva,Yulia Putintseva,KAZ,1995-01-07,18,106,638,2012,Azija
310717,Olga,Puchkova,Olga Puchkova,RUS,1987-09-27,25,107,636,2012,Evropa
70471,Edina,Gallovits-Hall,Edina Gallovits-Hall,USA,1984-12-10,28,108,623,2012,Severna Amerika
318516,Donna,Vekic,Donna Vekic,CRO,1996-06-28,17,109,620,2012,Evropa
316239,Garbiñe,Muguruza,Garbiñe Muguruza,ESP,1993-10-08,19,110,618,2012,Evropa
311810,Sesil,Karatantcheva,Sesil Karatantcheva,BUL,1989-08-08,23,111,612,2012,Evropa
316774,Jana,Cepelova,Jana Cepelova,SVK,1993-05-29,20,112,592,2012,Evropa
310440,Tatjana,Maria,Tatjana Maria,GER,1987-08-08,25,113,590,2012,Evropa
313803,Olivia,Rogowska,Olivia Rogowska,AUS,1991-06-07,22,114,590,2012,Oceanija
10230,Greta,Arn,Greta Arn,HUN,1979-04-13,34,115,589,2012,Evropa
313653,Vesna,Dolonc,Vesna Dolonc,SRB,1989-07-21,23,116,582,2012,Evropa
315295,Lesia,Tsurenko,Lesia Tsurenko,UKR,1989-05-30,24,117,581,2012,Evropa
